"","name","address","city"
"78","고려대학교사범대학부속고등학교","서울특별시 성북구 정릉로 161","성북구"
"79","서울영상고등학교","서울특별시 양천구 목동로11길 46","양천구"
"80","한양대학교사범대학부속고등학교","서울특별시 성동구 마조로 42","성동구"
"81","효문고등학교","서울특별시 도봉구 우이천로 432","도봉구"
"82","신서고등학교","서울특별시 양천구 은행정로 42","양천구"
"83","세현고등학교","서울특별시 강서구 허준로 227","강서구"
"84","이화여자대학교병설미디어고등학교","서울특별시 중랑구 망우로73길 56","중랑구"
"85","동국대학교사범대학부속여자고등학교","서울특별시 광진구 광나루로36길 47","광진구"
"86","목동고등학교","서울특별시 양천구 목동동로2길 68","양천구"
"87","서울디자인고등학교","서울특별시 마포구 백범로 139","마포구"
"88","대진디자인고등학교","서울특별시 강남구 광평로39길 93","강남구"
"89","서울관광고등학교","서울특별시 관악구 은천로15길 25","관악구"
"90","서울로봇고등학교","서울특별시 강남구 광평로20길 63","강남구"
"91","성동공업고등학교","서울특별시 중구 다산로 290","중구"
"92","불암고등학교","서울특별시 노원구 중계로 155","노원구"
"93","월계고등학교","서울특별시 노원구 초안산로5길 66","노원구"
"94","선유고등학교","서울특별시 영등포구 선유로 227","영등포구"
"95","서서울생활과학고등학교","서울특별시 구로구 오리로 1355-10","구로구"
"96","영동일고등학교","서울특별시 송파구 석촌호수로 93","송파구"
"97","자운고등학교","서울특별시 도봉구 노해로69길 150","도봉구"
"98","신현고등학교","서울특별시 중랑구 봉화산로 174","중랑구"
"99","문정고등학교","서울특별시 송파구 송이로34길 62","송파구"
"100","등촌고등학교","서울특별시 강서구 공항대로39길 115","강서구"
"101","도봉고등학교","서울특별시 도봉구 도봉산길 27","도봉구"
"102","경일고등학교","서울특별시 성동구 성수일로 27","성동구"
"103","서울문영여자고등학교","서울특별시 관악구 관악로 85","관악구"
"104","염광고등학교","서울특별시 노원구 월계로45가길 9","노원구"
"105","상명고등학교","서울특별시 노원구 덕릉로 553","노원구"
"106","미래산업과학고등학교","서울특별시 노원구 덕릉로82길 54","노원구"
"107","방산고등학교","서울특별시 송파구 오금로27길 18","송파구"
"108","누원고등학교","서울특별시 도봉구 마들로 849","도봉구"
"109","서울디지텍고등학교","서울특별시 용산구 회나무로12길 27","용산구"
"110","미림여자정보과학고등학교","서울특별시 관악구 호암로 546","관악구"
"111","노원고등학교","서울특별시 노원구 노원로 586","노원구"
"112","경인고등학교","서울특별시 구로구 경인로46길 31","구로구"
"113","창동고등학교","서울특별시 도봉구 노해로62길 7","도봉구"
"114","독산고등학교","서울특별시 금천구 문성로 64","금천구"
"115","수락고등학교","서울특별시 노원구 동일로245길 143","노원구"
"116","청원여자고등학교","서울특별시 노원구 한글비석로 506","노원구"
"117","이화여자대학교사범대학부속이화금란고등학교","서울특별시 서대문구 성산로 560","서대문구"
"118","오류고등학교","서울특별시 구로구 오리로21길 2","구로구"
"119","세명컴퓨터고등학교","서울특별시 은평구 통일로92가길 33","은평구"
"120","선린인터넷고등학교","서울특별시 용산구 원효로97길 33-4","용산구"
"121","한양공업고등학교","서울특별시 중구 을지로 299","중구"
"122","정화여자상업고등학교","서울특별시 동대문구 홍릉로15길 50","동대문구"
"123","일신여자상업고등학교","서울특별시 송파구 송파대로38길 8","송파구"
"124","유한공업고등학교","서울특별시 구로구 경인로 8","구로구"
"125","영등포공업고등학교","서울특별시 강서구 허준로5길 15","강서구"
"126","수도전기공업고등학교","서울특별시 강남구 개포로 410","강남구"
"127","서울여자상업고등학교","서울특별시 관악구 관악로 85","관악구"
"128","덕일전자공업고등학교","서울특별시 구로구 서해안로21길 5-12","구로구"
"129","광운전자공업고등학교","서울특별시 노원구 광운로1길 24","노원구"
"130","휘경공업고등학교","서울특별시 동대문구 겸재로 21","동대문구"
"131","송파공업고등학교","서울특별시 송파구 양산로 21","송파구"
"132","성수공업고등학교","서울특별시 성동구 뚝섬로 365","성동구"
"133","서울공업고등학교","서울특별시 동작구 대방동1길 46","동작구"
"134","경기상업고등학교","서울특별시 종로구 자하문로 136","종로구"
"135","경기기계공업고등학교","서울특별시 노원구 공릉로 264","노원구"
"136","강서공업고등학교","서울특별시 강서구 방화대로47길 9","강서구"
"137","휘문고등학교","서울특별시 강남구 역삼로 541","강남구"
"138","휘경여자고등학교","서울특별시 동대문구 한천로 247","동대문구"
"139","환일고등학교","서울특별시 중구 환일길 47","중구"
"140","화곡고등학교","서울특별시 강서구 강서로45길 69","강서구"
"141","홍익대학교사범대학부속여자고등학교","서울특별시 마포구 성미산로 51","마포구"
"142","홍익대학교사범대학부속고등학교","서울특별시 성북구 성북로14가길 23","성북구"
"143","혜원여자고등학교","서울특별시 중랑구 봉우재로58길 39","중랑구"
"144","혜성여자고등학교","서울특별시 노원구 노원로16길 2","노원구"
"145","현대고등학교","서울특별시 강남구 압구정로 127","강남구"
"146","한영외국어고등학교","서울특별시 강동구 동남로 832","강동구"
"147","한영고등학교","서울특별시 강동구 동남로 832","강동구"
"148","한성여자고등학교","서울특별시 성북구 삼선교로16길 117","성북구"
"149","한성고등학교","서울특별시 서대문구 북아현로1길 24","서대문구"
"150","한서고등학교","서울특별시 강서구 양천로11길 47","강서구"
"151","한국삼육고등학교","서울특별시 노원구 화랑로 815","노원구"
"152","한광고등학교","서울특별시 강서구 등촌로13길 110","강서구"
"153","한가람고등학교","서울특별시 양천구 목동서로 15","양천구"
"154","충암고등학교","서울특별시 은평구 가좌로5길 5","은평구"
"155","청원고등학교","서울특별시 노원구 한글비석로 506","노원구"
"156","창문여자고등학교","서울특별시 강북구 월계로 61","강북구"
"157","진선여자고등학교","서울특별시 강남구 선릉로85길 27","강남구"
"158","진명여자고등학교","서울특별시 양천구 목동로 170","양천구"
"159","중앙여자고등학교","서울특별시 서대문구 북아현로11가길 7","서대문구"
"160","중앙대학교사범대학부속고등학교","서울특별시 강남구 선릉로 207","강남구"
"161","중앙고등학교","서울특별시 종로구 창덕궁길 164","종로구"
"162","중산고등학교","서울특별시 강남구 일원로14길 22","강남구"
"163","중동고등학교","서울특별시 강남구 일원로 7","강남구"
"164","정의여자고등학교","서울특별시 도봉구 노해로49길 69","도봉구"
"165","정신여자고등학교","서울특별시 송파구 올림픽로4길 16","송파구"
"166","재현고등학교","서울특별시 노원구 덕릉로82길 64","노원구"
"167","장훈고등학교","서울특별시 영등포구 영등포로64길 26","영등포구"
"168","장충고등학교","서울특별시 중구 동호로15길 93","중구"
"169","잠실여자고등학교","서울특별시 송파구 송파대로38길 8","송파구"
"170","인창고등학교","서울특별시 서대문구 경기대로 65","서대문구"
"171","이화여자외국어고등학교","서울특별시 중구 통일로4길 30","중구"
"172","이화여자고등학교","서울특별시 중구 정동길","중구"
"173","은광여자고등학교","서울특별시 강남구 남부순환로359길 36","강남구"
"174","우신고등학교","서울특별시 구로구 부일로 917","구로구"
"175","용화여자고등학교","서울특별시 노원구 동일로 1461","노원구"
"176","용문고등학교","서울특별시 성북구 고려대로17가길 46","성북구"
"177","오산고등학교","서울특별시 용산구 보광로7길 17","용산구"
"178","예일여자고등학교","서울특별시 은평구 연서로 117","은평구"
"179","영훈고등학교","서울특별시 강북구 도봉로13가길 19","강북구"
"180","영파여자고등학교","서울특별시 송파구 올림픽로 565","송파구"
"181","영일고등학교","서울특별시 강서구 등촌로51가길 26","강서구"
"182","영신여자고등학교","서울특별시 노원구 중계로16나길 13","노원구"
"183","영락고등학교","서울특별시 관악구 청룡16길 25","관악구"
"184","영동고등학교","서울특별시 강남구 선릉로 742","강남구"
"185","양천고등학교","서울특별시 양천구 신정로14길 13","양천구"
"186","양정고등학교","서울특별시 양천구 안양천로 1039","양천구"
"187","신일고등학교","서울특별시 강북구 솔매로49길 20","강북구"
"188","신광여자고등학교","서울특별시 용산구 청파로 263","용산구"
"189","숭의여자고등학교","서울특별시 동작구 여의대방로36길 79","동작구"
"190","숭실고등학교","서울특별시 은평구 은평터널로7길 6","은평구"
"191","숭문고등학교","서울특별시 마포구 숭문길 99","마포구"
"192","숙명여자고등학교","서울특별시 강남구 남부순환로 2807","강남구"
"193","송곡여자고등학교","서울특별시 중랑구 양원역로 67","중랑구"
"194","송곡고등학교","서울특별시 중랑구 양원역로 50","중랑구"
"195","세화여자고등학교","서울특별시 서초구 신반포로 56-7","서초구"
"196","세화고등학교","서울특별시 서초구 신반포로 56-7","서초구"
"197","성심여자고등학교","서울특별시 용산구 원효로19길 49","용산구"
"198","성신여자고등학교","서울특별시 성북구 동소문로26가길 80","성북구"
"199","성보고등학교","서울특별시 관악구 남부순환로156길 39","관악구"
"200","성남고등학교","서울특별시 동작구 대방동길 74","동작구"
"201","선화예술고등학교","서울특별시 광진구 천호대로 664","광진구"
"202","선정고등학교","서울특별시 은평구 서오릉로20길 19","은평구"
"203","선일여자고등학교","서울특별시 은평구 갈현로29길 27","은평구"
"204","선덕고등학교","서울특별시 도봉구 시루봉로 53","도봉구"
"205","서울외국어고등학교","서울특별시 도봉구 덕릉로66길 22","도봉구"
"206","서울예술고등학교","서울특별시 종로구 평창문화로 70","종로구"
"207","서울세종고등학교","서울특별시 강남구 광평로51길 36","강남구"
"208","서울미술고등학교","서울특별시 관악구 남부순환로247길 26","관악구"
"209","서울국악예술고등학교","서울특별시 금천구 시흥대로38길 62","금천구"
"210","서문여자고등학교","서울특별시 서초구 동광로12길 84","서초구"
"211","서라벌고등학교","서울특별시 노원구 한글비석로5길 18","노원구"
"212","상일여자고등학교","서울특별시 강동구 천호대로219길 61","강동구"
"213","상문고등학교","서울특별시 서초구 명달로 45","서초구"
"214","상명대학교사범대학부속여자고등학교","서울특별시 종로구 홍지문2길 20","종로구"
"215","보성여자고등학교","서울특별시 용산구 신흥로3가길 66","용산구"
"216","보성고등학교","서울특별시 송파구 양재대로 1278","송파구"
"217","백암고등학교","서울특별시 양천구 신정로13길 16","양천구"
"218","배화여자고등학교","서울특별시 종로구 필운대로1길 34","종로구"
"219","배재고등학교","서울특별시 강동구 고덕로 227","강동구"
"220","배문고등학교","서울특별시 용산구 효창원로 258","용산구"
"221","배명고등학교","서울특별시 송파구 삼학사로 11","송파구"
"222","미림여자고등학교","서울특별시 관악구 호암로 546","관악구"
"223","문일고등학교","서울특별시 금천구 시흥대로47길 45","금천구"
"224","명지고등학교","서울특별시 서대문구 명지2길 56","서대문구"
"225","명덕외국어고등학교","서울특별시 강서구 강서로47길 34-10","강서구"
"226","명덕여자고등학교","서울특별시 강서구 강서로47길 34-10","강서구"
"227","명덕고등학교","서울특별시 강서구 강서로47길 34-10","강서구"
"228","마포고등학교","서울특별시 강서구 화곡로 403","강서구"
"229","동일여자고등학교","서울특별시 금천구 탑골로10길 45","금천구"
"230","동성고등학교","서울특별시 종로구 대학로 156","종로구"
"231","동북고등학교","서울특별시 강동구 강동대로 305","강동구"
"232","동명여자고등학교","서울특별시 은평구 통일로 793","은평구"
"233","동덕여자고등학교","서울특별시 서초구 효령로2길 123-5","서초구"
"234","동국대학교사범대학부속고등학교","서울특별시 동대문구 장안벚꽃로 201","동대문구"
"235","덕원예술고등학교","서울특별시 강서구 강서로45길 91-44","강서구"
"236","덕원여자고등학교","서울특별시 강서구 강서로45길 91-44","강서구"
"237","덕성여자고등학교","서울특별시 종로구 율곡로3길 50","종로구"
"238","대진여자고등학교","서울특별시 노원구 공릉로 438","노원구"
"239","대진고등학교","서울특별시 노원구 공릉로62가길 47","노원구"
"240","대일외국어고등학교","서울특별시 성북구 서경로 116","성북구"
"241","대일고등학교","서울특별시 강서구 등촌로 105","강서구"
"242","대원외국어고등학교","서울특별시 광진구 용마산로22길 26","광진구"
"243","대원여자고등학교","서울특별시 광진구 용마산로22길 26","광진구"
"244","대원고등학교","서울특별시 광진구 용마산로22길 26","광진구"
"245","대신고등학교","서울특별시 종로구 사직로 9","종로구"
"246","대성고등학교","서울특별시 은평구 갈현로29길 51-24","은평구"
"247","대광고등학교","서울특별시 동대문구 안암로 6","동대문구"
"248","단국대학교사범대학부속고등학교","서울특별시 강남구 도곡로64길 21","강남구"
"249","남강고등학교","서울특별시 관악구 난곡로34길 80","관악구"
"250","광영여자고등학교","서울특별시 양천구 남부순환로30길 17","양천구"
"251","광영고등학교","서울특별시 양천구 남부순환로30길 17","양천구"
"252","광신고등학교","서울특별시 관악구 광신길 141","관악구"
"253","광성고등학교","서울특별시 마포구 신수로8길 20","마포구"
"254","광문고등학교","서울특별시 강동구 동남로 968","강동구"
"255","경희여자고등학교","서울특별시 동대문구 경희대로 26","동대문구"
"256","경희고등학교","서울특별시 동대문구 경희대로 26","동대문구"
"257","경신고등학교","서울특별시 종로구 혜화로 74","종로구"
"258","경성고등학교","서울특별시 마포구 성미산로 111","마포구"
"259","경복여자고등학교","서울특별시 강서구 화곡로63길 40","강서구"
"260","경문고등학교","서울특별시 동작구 동작대로 171","동작구"
"261","건국대학교사범대학부속고등학교","서울특별시 광진구 능동로 120","광진구"
"262","강서고등학교","서울특별시 양천구 목동중앙남로 27","양천구"
"263","강동고등학교","서울특별시 강동구 구천면로 572","강동구"
"264","혜화여자고등학교","서울특별시 강북구 인수봉로 127","강북구"
"265","한성과학고등학교","서울특별시 서대문구 통일로 279-79","서대문구"
"266","태릉고등학교","서울특별시 중랑구 신내로23길 36","중랑구"
"267","청량고등학교","서울특별시 동대문구 왕산로 303","동대문구"
"268","청담고등학교","서울특별시 강남구 압구정로 419","강남구"
"269","창덕여자고등학교","서울특별시 송파구 양재대로 1240","송파구"
"270","중화고등학교","서울특별시 중랑구 봉화산로27길 62","중랑구"
"271","중경고등학교","서울특별시 용산구 이촌로84길 34","용산구"
"272","잠실고등학교","서울특별시 송파구 올림픽로33길 71","송파구"
"273","잠신고등학교","서울특별시 송파구 잠실로 24","송파구"
"274","자양고등학교","서울특별시 광진구 뚝섬로37길 28","광진구"
"275","인헌고등학교","서울특별시 관악구 인헌9길 74","관악구"
"276","용산고등학교","서울특별시 용산구 두텁바위로 60","용산구"
"277","오금고등학교","서울특별시 송파구 중대로 247","송파구"
"278","영신고등학교","서울 영등포구 대방천로14길 18","영등포구"
"279","영등포여자고등학교","서울특별시 영등포구 영등포로62길 13","영등포구"
"280","영등포고등학교","서울특별시 동작구 등용로8길 5","동작구"
"281","여의도여자고등학교","서울특별시 영등포구 국제금융로7가길 13","영등포구"
"282","여의도고등학교","서울특별시 영등포구 국제금융로7길 37","영등포구"
"283","언남고등학교","서울 서초구 동산로13길 35","서초구"
"284","양재고등학교","서울특별시 서초구 남부순환로346길 9","서초구"
"285","신목고등학교","서울특별시 양천구 안양천로 739","양천구"
"286","신림고등학교","서울특별시 관악구 문성로 119","관악구"
"287","수도여자고등학교","서울특별시 동작구 여의대방로10길 73","동작구"
"288","성동고등학교","서울특별시 중구 퇴계로90길 17","중구"
"289","석관고등학교","서울특별시 성북구 한천로70길 30","성북구"
"290","서초고등학교","서울특별시 서초구 반포대로27길 29","서초구"
"291","서울체육고등학교","서울특별시 송파구 강동대로 232","송파구"
"292","서울여자고등학교","서울특별시 마포구 백범로25길 34","마포구"
"293","서울과학고등학교","서울특별시 종로구 혜화로 63","종로구"
"294","서울고등학교","서울특별시 서초구 효령로 197","서초구"
"295","상계고등학교","서울특별시 노원구 노해로 432","노원구"
"296","삼성고등학교","서울특별시 관악구 신림로 41","관악구"
"297","반포고등학교","서울특별시 서초구 고무래로 71","서초구"
"298","무학여자고등학교","서울특별시 성동구 고산자로 197","성동구"
"299","명일여자고등학교","서울특별시 강동구 명일로 350","강동구"
"300","면목고등학교","서울특별시 중랑구 용마산로72길 36-14","중랑구"
"301","둔촌고등학교","서울특별시 강동구 명일로 140","강동구"
"302","동작고등학교","서울특별시 동작구 솔밭로 51","동작구"
"303","대영고등학교","서울특별시 영등포구 도림로86길 16","영등포구"
"304","당곡고등학교","서울특별시 관악구 봉천로21길 108","관악구"
"305","금천고등학교","서울특별시 금천구 시흥대로38길 26","금천구"
"306","금옥여자고등학교","서울특별시 양천구 신정로 213","양천구"
"307","구일고등학교","서울특별시 구로구 구일로 90-51","구로구"
"308","구로고등학교","서울특별시 구로구 가마산로27길 45","구로구"
"309","광양고등학교","서울특별시 광진구 자양로3가길 31","광진구"
"310","광남고등학교","서울특별시 광진구 아차산로70길 17-16","광진구"
"311","관악고등학교","서울특별시 영등포구 영등포로6길 26","영등포구"
"312","공항고등학교","서울특별시 강서구 방화대로34길 43","강서구"
"313","고척고등학교","서울특별시 구로구 중앙로15길 162","구로구"
"314","경복고등학교","서울특별시 종로구 자하문로28가길 9","종로구"
"315","경동고등학교","서울특별시 성북구 보문로29길 49","성북구"
"316","경기여자고등학교","서울특별시 강남구 삼성로 29","강남구"
"317","경기고등학교","서울특별시 강남구 영동대로 643","강남구"
"318","개포고등학교","서울특별시 강남구 개포로 402","강남구"
"319","가락고등학교","서울특별시 송파구 송이로 42","송파구"
"320","국립전통예술고등학교","서울특별시 금천구 시흥대로38길 62","금천구"
"321","국립국악고등학교","서울특별시 강남구 개포로22길 65","강남구"
